105/08/24,1293000,1355920,1.01,1.08,1.01,1.04,+0.06,41
105/10/14,154000,70940,0.48,0.48,0.46,0.46,-0.03,3
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,169000,79480,0.47,0.48,0.45,0.45,0.00,4
105/10/21,25000,11700,0.46,0.47,0.46,0.47,+0.02,3
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,15000,6450,0.43,0.43,0.43,0.43,-0.03,1
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,10000,4300,0.43,0.43,0.43,0.43,0.00,1
105/11/02,93000,44210,0.45,0.49,0.45,0.47,+0.04,6
105/11/03,159000,72340,0.46,0.46,0.44,0.44,-0.03,4
105/11/04,92000,41360,0.42,0.48,0.42,0.47,+0.03,6
105/11/07,72000,34000,0.49,0.49,0.45,0.45,-0.02,4
105/11/08,192000,85630,0.47,0.47,0.43,0.43,-0.02,7
105/11/09,56000,20970,0.42,0.42,0.37,0.37,-0.06,3
105/11/10,40000,16000,0.40,0.40,0.40,0.40,+0.03,1
105/11/11,10000,3700,0.37,0.37,0.37,0.37,-0.03,1
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,0,0,---,---,---,---,---,0
105/11/17,14000,5000,0.35,0.36,0.35,0.36,0.00,2
105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,25000,9650,0.38,0.39,0.38,0.39,+0.03,2
105/11/23,97000,61540,0.50,0.75,0.50,0.65,+0.26,12
105/11/24,686000,471450,0.64,0.72,0.63,0.65,0.00,26
105/11/25,582000,411640,0.68,0.75,0.68,0.70,+0.05,33
105/11/28,191000,141500,0.74,0.75,0.70,0.70,0.00,11
105/11/29,195000,136800,0.70,0.73,0.66,0.70,0.00,9
105/11/30,1224000,931520,0.68,0.90,0.65,0.84,+0.14,47
105/12/01,944000,772890,0.79,0.88,0.75,0.82,-0.02,43
105/12/02,150000,120260,0.75,0.81,0.75,0.76,-0.06,6
105/12/05,353000,258240,0.74,0.74,0.69,0.69,-0.07,5
105/12/06,360000,300060,0.70,0.92,0.70,0.82,+0.13,35
105/12/07,234000,186990,0.82,0.82,0.74,0.75,-0.07,14
105/12/08,45000,34950,0.75,0.82,0.75,0.77,+0.02,5
105/12/09,30000,22850,0.74,0.77,0.74,0.75,-0.02,3
105/12/12,30000,21100,0.71,0.71,0.70,0.70,-0.05,3
105/12/13,5000,3150,0.63,0.63,0.63,0.63,-0.07,1
105/12/14,21000,13670,0.65,0.67,0.65,0.65,+0.02,3
105/12/15,80000,54300,0.69,0.69,0.67,0.67,+0.02,6
105/12/16,10000,6600,0.66,0.66,0.66,0.66,-0.01,1
105/12/19,0,0,---,---,---,---,---,0
105/12/20,203000,138040,0.66,0.72,0.66,0.68,+0.04,23
105/12/21,174000,118420,0.68,0.69,0.68,0.68,0.00,6
105/12/22,30000,19200,0.64,0.64,0.64,0.64,-0.04,1
105/12/23,0,0,---,---,---,---,---,0
105/12/26,25000,15000,0.60,0.60,0.60,0.60,-0.02,1
105/12/27,25000,13540,0.53,0.55,0.53,0.55,-0.05,4
105/12/28,1000,560,0.56,0.56,0.56,0.56,+0.01,1
105/12/29,0,0,---,---,---,---,---,0
105/12/30,2000,1120,0.56,0.56,0.56,0.56,+0.02,1
106/01/03,0,0,---,---,---,---,---,0
106/01/04,73000,46810,0.61,0.67,0.61,0.67,+0.11,10
106/01/05,725000,548040,0.71,0.78,0.70,0.77,+0.10,58
106/01/06,591000,443450,0.78,0.78,0.72,0.73,-0.04,18
